age,premium_amount,sum_assured,income,channel,cluster
61,2988,137366.1009625954,2052436,1,1
60,38760,399471.4708610973,8298774,0,5
23,39501,1780013.5749538436,8999579,1,0
61,17519,252303.8840901756,1226687,0,5
62,28733,353500.5267945669,1468334,1,1
80,15575,238027.49550421545,5873593,1,1
68,36007,1523568.0467448875,327530,0,3
22,21569,735863.8983720882,9503026,0,4
32,49767,2445492.4202300985,6470558,1,0
28,13999,677379.6040533887,5496084,1,2
42,2744,95497.14369114414,8260328,0,4
36,18509,826009.7403283089,1010600,0,4
23,40415,786165.3431086505,6813979,1,0
76,22556,297147.095520036,8918634,1,1
40,24433,700060.7283453195,4424843,1,2
36,12968,590344.2601778846,2717657,1,2
74,46256,848668.746521049,7645179,1,0
37,36576,887934.2546971197,6233912,1,0
27,18876,506407.6836730088,456910,1,2
27,45055,1009129.780146854,9688262,1,0
31,19049,402395.2032117389,796462,1,2
47,7697,173999.5224615636,5585495,1,2
64,6335,168347.5139117155,431904,0,5
29,40870,563451.7859162575,8169159,0,3
33,43602,1440555.1746219313,4445067,0,3
56,13731,512710.429984361,7224102,0,5
29,34860,515671.66082644736,5998424,0,4
68,14579,261311.9342207613,5521443,0,5
50,22036,345574.0477958368,5173441,1,1
45,38529,1233218.097775504,3032636,1,0
73,48776,1894910.788624581,1430682,1,0
71,16880,451748.0725539945,519684,1,1
20,16499,346418.8160831408,4446962,0,4
46,6678,297914.09471881005,4663291,0,4
39,34743,677523.0445229773,6819365,0,3
57,32660,373585.2916633498,6647802,1,1
55,26480,317221.96291918075,6957657,0,5
72,38029,1595136.4864220126,2033058,1,0
35,16367,452389.8602081442,4977552,1,2
21,1544,44984.86996552708,1382676,1,2
24,14610,151597.90852443234,863550,0,4
55,43482,716566.7139233529,9658160,1,0
67,26137,1141362.816170749,4644496,1,0
31,8965,228259.0550162365,9826086,0,4
79,11263,360121.4627518175,3667302,0,5
60,37998,1698153.6731325684,9141486,1,0
60,33432,627508.136413916,8935121,1,1
21,47657,803032.68378099,3717340,1,0
55,9540,371934.2254997754,3729462,0,5
56,9333,186907.34431882636,6691939,1,1
25,10491,498831.2278744208,134693,1,2
41,35621,1651032.713197831,3727597,0,3
27,17218,290832.8770103448,7011523,0,4
18,18126,871801.1960614357,6875770,1,2
38,46922,2340719.419275112,3293846,1,0
21,9844,250391.9018428088,7406014,1,2
28,12376,400813.2385335474,8594214,0,4
19,13121,250587.8526098486,9590206,0,4
78,6835,197295.87240641925,4036111,1,1
54,34149,1629517.9392483074,7069324,1,0
42,26362,844154.1794888314,4518538,0,4
23,18510,750007.5765139076,8871354,0,4
67,2638,73068.88815031643,3483573,0,5
75,12542,410513.4633916356,8980061,0,5
44,38825,1913403.1316539797,563549,1,0
74,8912,277426.3986031531,7845616,1,1
64,11634,170345.98679366737,6531104,0,5
32,6751,319282.4557558864,8177292,0,4
50,3198,39990.96097205688,1810876,1,1
59,10415,192844.6294125489,2919705,0,5
50,3011,89215.36290708119,7458673,1,1
50,43166,1699011.2551127346,2549526,0,3
78,10265,154995.11516297286,5417440,1,1
30,45207,1893748.838178297,2644677,0,3
59,19274,637308.976260779,8151952,0,5
48,38269,1779341.4373629882,5191719,1,0
28,13027,241734.4405528592,3637115,0,4
64,23301,1016692.6369786256,611220,0,5
31,3450,88620.51070794441,9174977,0,4
71,12488,160416.23340698672,601745,1,1
42,30312,914895.8172395988,6386105,0,3
24,5489,152692.97270342387,4880703,1,2
59,7105,139747.65450806954,5996099,1,1
66,25385,1086331.0599737312,9957206,0,5
44,5597,71010.76170134093,9181813,0,4
39,27535,1262391.985072398,6652654,1,0
76,12305,418280.6292274922,5881750,1,1
38,45993,1027894.2964870844,3768488,1,0
66,13468,485070.708064283,5532689,1,1
80,34519,1015159.9871853184,4380740,1,0
72,17709,464826.9265511549,9299140,1,1
46,48723,1198370.943913922,1114321,1,0
57,19744,885813.5159094143,2846865,0,5
20,2009,82557.73991146276,9839435,1,2
76,25189,583452.9765657946,3415174,0,5
51,8586,146051.617986051,2350931,0,4
25,18070,891620.648209381,7797500,1,2
66,11528,385302.28325456526,765693,1,1
68,1794,43901.10569287424,9106052,1,1
36,43028,1577382.2224673517,2471618,1,0
58,4025,152887.21661614932,8774675,1,1
67,6361,228780.8862165245,4212795,0,5
37,6175,300590.460482362,5683761,0,4
66,25910,804199.4843833771,2901123,1,1
28,29973,1064402.582061513,6200139,1,0
65,15665,553621.9146833187,7930344,0,5
25,3839,112174.74088732788,7909755,0,4
65,22452,989017.6868722634,9737592,1,1
35,38376,1886428.589884285,3940672,0,3
74,1952,60643.63215840065,5814758,1,1
55,42774,1026159.4070088656,123316,0,3
59,8189,175130.30722474563,8922219,0,5
22,49638,1850602.4857334285,138156,1,0
67,11466,288149.07266853645,1627072,1,1
56,36306,1276019.3773599814,4064190,0,3
61,12197,339996.2750912171,4865849,0,5
18,6505,296503.58547162503,9342622,1,2
38,6452,211076.93558675417,7323064,0,4
68,20310,394970.7867216227,156153,1,1
61,43067,603491.6297605727,2546955,1,0
45,13402,183630.1715281597,3795771,1,2
18,30744,1126356.288661169,9453243,0,3
80,46822,1188458.9831216405,4736324,0,3
39,25889,752974.6057771336,6302352,0,4
24,18071,725001.0365137231,9607663,1,2
76,4588,193154.40639293945,5903459,0,5
27,4649,223927.38000347128,4751993,1,2
70,11166,186552.049288686,7226650,1,1
54,28805,787307.8125187488,2055848,1,0
55,8986,358211.8138009968,7706750,1,1
69,46247,1361047.0015599856,2334391,0,3
70,26404,420011.8007977833,1230350,0,5
74,47642,644845.7276565369,4923664,1,0
45,42988,1176795.3834360717,5634864,1,0
33,24190,1086034.166324945,3137347,0,4
62,7972,389345.3537278771,2364418,0,5
19,40437,1835714.1761287143,6145444,1,0
66,16358,570329.8456392377,5227584,1,1
74,11911,592512.5142591068,3614015,0,5
38,41722,1482917.7222152257,9949091,1,0
58,10540,431812.3454285126,4678131,0,5
27,32484,1303811.6464556423,9407342,1,0
38,47942,998214.9590782806,1020047,0,3
58,43139,834671.6110005584,6141062,1,0
34,13129,144760.6596173717,8373014,0,4
74,34030,1602606.9154149103,8963753,0,3
44,15258,498277.4579961201,8849872,1,2
30,11616,423374.0128670441,2613735,0,4
35,7007,75870.13628107223,2014954,1,2
23,8480,390482.6422297916,9631504,1,2
56,48210,2143489.7801551893,6078097,1,0
30,8275,153923.7114291269,3492129,1,2
45,31223,1468969.1738984245,7238656,1,0
40,46014,2109776.930448468,8521679,1,0
60,4657,150021.8762846219,4022174,0,5
52,31788,917396.8358379394,9825892,0,3
74,40805,954011.7275360152,8114840,1,0
31,17091,739677.6227975882,2554412,0,4
45,14928,720132.6779451432,6409389,0,4
19,33617,1040193.284353197,6704793,0,3
21,12618,345112.9026871155,2048219,0,4
26,29144,611880.5707485205,6354684,0,4
67,41668,1908500.633827596,6333555,0,3
63,28228,349107.5526938864,2424619,0,5
55,6169,221718.70977477173,7309663,1,1
73,37911,1698283.989387901,6694691,1,0
32,33708,1377720.8319517316,3061148,0,3
22,28073,958304.3733848016,8562136,1,2
30,16083,559978.2530852141,1400759,0,4
49,28621,810485.5654847549,451652,1,0
67,28456,828621.6782731392,8601193,1,1
41,46607,2073478.530584197,6571943,0,3
39,7589,349882.5557415933,2961648,1,2
56,39816,1751234.6964872114,1155974,1,0
45,33461,1646734.64391516,7977196,1,0
70,49187,2457982.277248067,6879435,1,0
57,19537,737636.2268968077,6954859,0,5
49,12687,232087.65925086784,8965472,0,5
74,18687,854723.0462597263,1386276,0,5
59,7052,142787.46217356896,6899634,0,5
78,10276,387836.3263064578,3072783,1,1
38,7042,160225.55876166964,5875890,0,4
32,37494,1308174.7945864322,5894030,1,0
49,31797,1029829.3902138764,6084190,1,0
26,10527,179089.20746481622,3557366,0,4
49,18426,296417.19955402665,4578661,0,4
36,5714,149662.8370279442,5382867,0,4
20,17805,644990.8872919742,5144803,1,2
36,7910,331549.1972765577,4641559,0,4
61,43939,867497.9170422914,482099,1,0
34,16884,702618.2668154833,2031024,1,2
79,24828,285270.07027296914,9378661,0,5
39,12837,386596.4262923672,9887789,1,2
76,25133,468272.0860180214,3363947,0,5
47,25410,737722.4902172969,1836891,1,2
34,4457,194223.42074637976,6079839,1,2
44,9527,291224.1997733839,6849498,1,2
26,23749,618950.8020671528,477104,0,4
52,7839,288408.2868792344,2558525,1,1
43,31028,1315416.534369921,1382814,0,3
50,40662,1687481.175946826,8193502,0,3
53,39524,715358.9937746746,637425,1,0
26,43443,1783045.121712402,9657813,0,3
20,15638,201348.3261081185,8973080,1,2
25,10193,208004.60612122144,4605043,1,2
26,48785,1956263.954623824,2680203,1,0
79,11159,129407.89897112048,5416027,1,1
45,34940,1194111.1910888634,3976152,0,3
68,13672,624977.7202964077,3376878,1,1
23,42108,776001.4016393682,6845061,1,0
67,40996,1579132.554059645,1629398,1,0
41,23428,721227.4100835196,9410157,1,2
61,28250,359650.5147737009,9077812,0,5
55,44725,492306.50130483095,8761158,0,3
36,8736,209283.14149547293,4765326,0,4
49,18903,737463.2883698425,2217983,1,2
49,21629,589135.3544242724,8990235,0,5
61,5590,198210.95269295617,7983934,1,1
35,37194,1821716.3764419004,121413,0,3
20,47490,2310223.709045452,1517284,0,3
24,1111,15538.34400483526,2028920,1,2
25,35767,1273018.9355660707,5400678,0,3
75,4542,45963.73992515365,6210083,1,1
70,33954,693112.1907107789,1560953,0,5
67,23770,269796.4030159987,7647274,0,5
75,46251,1834967.006718168,6328908,0,3
76,38737,1010190.2199543678,3825855,0,3
29,13954,603947.9075480036,5952131,1,2
74,12713,622070.5140789554,3659219,0,5
25,20801,343971.35889876814,8191450,1,2
61,13462,153979.7883474402,487490,0,5
24,37621,1039881.3065285227,9859786,0,3
32,34300,672583.3472394173,3470305,1,2
53,48813,624688.9858167705,5513831,0,3
51,41837,751593.2106517982,6927141,1,0
49,42008,1065558.5929038478,7770355,0,3
29,9078,379021.410761644,5265733,0,4
29,13692,583620.2440308579,8286655,1,2
37,17346,187704.98846662935,3287307,0,4
67,14177,464819.39414377854,3984564,0,5
25,47397,1775977.2328124095,3508550,0,3
53,5706,75237.19363080835,2135137,0,4
69,2921,138672.60368620913,7001914,1,1
35,30216,1489074.5586618602,5614623,1,0
23,49377,1610414.2077207812,8371919,0,3
74,10542,356866.67483104084,3186761,1,1
41,46075,605530.0259810516,7437622,0,3
25,6395,265305.3267650987,3525928,1,2
68,12232,281032.1402472294,5268312,1,1
47,19526,202851.04596263776,1067096,0,4
43,22252,715450.298891646,895951,1,2
25,20998,404824.9565437372,3871917,1,2
18,30185,1442290.497370928,3505722,1,0
40,49552,1345039.2589531294,134542,1,0
62,48370,2093191.920807471,3671732,0,3
71,37323,982625.9181945596,5144037,0,3
66,11487,159781.41607588544,5325931,1,1
32,4719,69958.43271907547,4499180,1,2
57,48292,988511.915351094,3128358,1,0
41,31520,780682.891708769,5254684,0,3
76,4898,242970.87570663795,6396351,1,1
69,15579,762410.2089415359,303737,1,1
51,39001,1117462.5031464524,4326951,0,3
61,38248,1102549.5015965488,1069552,0,3
56,19684,561420.8655746696,9063009,0,5
26,21135,792419.8547782995,6711088,0,4
55,15481,704755.6693793172,6658961,1,1
39,11318,137693.21055444435,1170967,0,4
24,46345,1771324.9528042453,9578423,1,0
49,37626,1430841.4643785004,2586718,0,3
52,35209,1611051.0692950618,3048850,0,3
35,13136,361353.3786568341,6365220,1,2
59,20879,473827.3489865068,5664562,0,5
75,26486,1012879.0645019518,3209815,0,5
37,11281,351703.82547378767,5771185,1,2
66,47873,1214624.1421908853,5810870,0,3
72,7774,348570.2743423641,9674730,1,1
60,17463,566069.84069958,8365187,1,1
54,19893,362446.53815565625,7046013,0,5
55,43783,1440601.5372055655,1051692,1,0
72,11726,182935.11589387243,6127563,0,5
50,8373,363469.7982653542,9531963,0,5
62,7561,94056.33739908936,839724,1,1
22,45457,1491272.634125539,5698033,1,0
51,45485,1176040.2788276465,1451039,1,0
46,20217,256568.8632423109,942069,0,4
56,15451,459812.95484857296,8287192,0,5
48,8895,334413.92159095325,2139765,0,4
21,41415,834320.7712692843,5466836,0,3
21,12904,262419.0418184685,9489905,1,2
69,11262,375626.6189947948,3781132,1,1
78,20042,416012.5848918271,7011130,0,5
67,16998,545005.1152402422,4728655,0,5
42,23747,253772.58728969653,3647875,1,2
52,22546,687433.4387455644,8344214,0,5
29,30086,423013.1385335148,919847,1,2
37,40832,1482050.4320474956,7351150,0,3
75,25037,1082929.088043689,2858466,0,5
34,36827,781751.4984689389,3218498,0,3
61,13871,218352.5153416564,5945913,0,5
73,38540,709054.4777856785,2297342,0,3
40,5490,250851.8368250795,6200152,1,2
80,13282,574162.881074004,4619129,1,1
35,42399,723835.5991973599,6733008,1,0
62,30057,721146.8560570866,1630596,1,1
71,43184,1773081.2603222108,6317815,0,3
51,20718,865749.241290535,1803472,0,4
37,28453,858148.9048808453,5783694,1,2
39,37266,558815.2285281474,9841082,1,0
46,11240,458432.3953882147,3251680,0,4
32,49772,581910.7071191471,1141779,1,0
22,16745,531542.7274802903,4365734,0,4
49,30119,527016.302737134,7646181,0,5
18,3874,144556.40273655596,3951470,1,2
39,9105,323706.8554568733,6185683,1,2
67,49774,1664114.4641004968,9741516,1,0
79,16205,383229.9416351391,8537344,0,5
46,42689,909341.0629005516,8851605,0,3
72,42692,616965.8275145077,4217730,0,3
54,27838,709477.6754252956,265970,0,5
62,38712,405434.920994881,2864438,0,5
77,3209,44253.77579843709,7773860,0,5
58,47515,732922.6403324864,9886429,0,3
35,26154,447045.92578665074,9375798,0,4
60,40904,863398.1839067973,9987326,1,0
71,6799,231815.75274132425,6939686,0,5
41,27595,705451.383683185,3170487,1,2
62,40793,1644733.263053299,9955230,1,0
26,3680,182945.11018753564,2656067,0,4
42,41280,735893.8515602725,5491566,1,0
18,46623,1860037.0355374443,3140892,0,3
41,35538,1263051.5093209264,3893392,1,0
24,33560,743601.6185565058,6139912,1,2
44,37382,1642290.8838578293,3817025,0,3
38,10845,514883.7562168625,180199,1,2
73,43384,2133189.7573451605,4089010,0,3
53,12263,608502.927548614,6350772,0,5
64,12123,452825.2684042788,8898009,1,1
63,38456,502134.79397563526,1426621,1,1
75,9053,326806.9433254836,7676640,1,1
55,38377,1436134.8324598677,5794950,1,0
21,1369,63570.35689301837,8888276,1,2
27,20211,601839.9179354092,936764,1,2
59,19804,752167.0958828217,9012924,0,5
28,11055,552697.1072831721,1681431,0,4
56,21214,337066.48891798005,598882,1,1
45,34964,1731193.6324666557,1634691,1,0
67,2673,71665.22546348705,2483115,1,1
72,2621,61641.04926818927,8667726,0,5
50,15155,369591.61003204633,2373056,0,4
31,8869,271194.7058218401,2859821,1,2
55,42968,1389808.7888290286,3448578,1,0
63,16355,605963.7957468622,6801643,1,1
34,41235,412543.26802864944,7969111,1,2
67,19175,757106.1529141287,1329381,1,1
46,33373,1660836.956829747,3218177,1,0
24,47497,1280564.2047246718,2125464,1,0
67,22449,321324.8564815678,7420886,1,1
52,4867,181507.3487230448,1939800,0,4
20,1634,18996.29706116696,1418736,0,4
50,40997,693325.5428303445,2286383,0,3
33,27975,1386177.674791843,2897049,1,0
20,21725,225859.6760698081,5656241,0,4
79,36337,927311.9732147242,6974751,0,5
66,14966,546460.2321475128,2236664,1,1
61,41411,1565118.064655098,6723843,1,0
44,20483,773893.9076423207,6242826,1,2
26,42808,1691759.41792328,4362484,1,0
31,41435,1413500.9499534464,7433296,1,0
24,6830,215916.03445128075,3991085,0,4
52,7238,307897.76056977565,7940985,1,1
67,14211,600691.2418726006,6035277,1,1
27,20303,439520.7527764035,5720984,0,4
36,35666,419536.9760628535,586144,0,4
31,32889,1046120.3202268066,6770367,1,0
30,46786,1048612.3168983278,2559076,1,0
58,3085,46414.62303892418,9839369,1,1
73,15434,639678.0659769211,9160166,1,1
46,41170,1664634.3648241786,3142659,1,0
37,41395,1615350.905912381,3643325,0,3
70,7030,255112.1950289197,1693628,1,1
21,26717,1030865.3672241505,3345438,1,2
70,44588,1907402.1625212985,461199,0,3
42,37362,901237.8424369348,4862772,1,0
44,36794,1340335.67712078,5607549,0,3
80,15603,212314.3676871235,2690808,1,1
54,46923,504212.95118383446,2679887,1,0
49,22773,467785.7581513829,3552467,1,2
48,49469,543168.2668028488,3391449,1,0
34,15199,289824.0718773632,4532807,0,4
59,30712,874256.2955237551,9993415,0,5
34,14544,378453.2467943127,7005292,0,4
24,17177,692236.1922460197,3025289,0,4
24,17747,313450.59590885433,6488306,0,4
72,6053,139937.05370034947,9654073,1,1
52,18045,869539.3459038214,6652802,1,1
32,27243,354166.00894037174,8714892,0,4
19,1691,54482.95164450009,2787288,1,2
51,15511,502268.2446476197,9807417,1,1
63,20171,237035.20598627572,5904935,1,1
25,9007,308764.9146577574,5794339,1,2
22,26536,978944.778366138,1770486,0,4
22,45258,1853855.743948752,4032752,1,0
76,40606,1230614.9227322226,5748800,0,3
74,42431,2068819.275123417,4105332,0,3
48,40538,557010.0815241894,7726658,0,3
64,39023,1726853.822610499,2806930,1,0
25,24310,1048037.4790243376,1613264,1,2
52,14815,631657.3933740521,3671627,1,1
68,2503,39010.12070632356,3795314,1,1
38,22404,487282.8457997416,9304282,0,4
47,26723,503370.210175827,4410408,0,4
59,23865,1104920.0603854808,9202005,0,5
30,34897,784662.8425319478,9549247,1,2
61,12576,385631.7762987891,7107353,0,5
68,19878,826721.8288312403,5447394,1,1
77,49238,1854495.339138448,460905,1,0
48,5044,122530.31508703576,3405416,1,2
19,26533,1128968.1779784514,7108368,0,4
54,22794,305380.01669176493,8393958,0,5
35,46557,1869432.048568084,3211833,0,3
52,18704,664665.969352248,7358817,0,5
58,39563,1241406.6224025078,3731483,0,3
61,31851,605490.2654714222,1002895,1,1
65,24733,612150.3920027788,5297959,0,5
58,49130,2140759.5708231614,4695350,0,3
39,32865,1566741.371196278,4216077,1,0
22,45750,1730219.895473544,1879573,0,3
53,44311,1819195.1210974825,3167397,0,3
43,2137,90006.08390181435,6774684,1,2
24,48286,2002966.768920617,9551618,1,0
79,4505,186317.63160321905,9477187,1,1
75,12930,377584.85471295385,9604979,1,1
31,17852,316693.9899277942,3466339,0,4
63,41203,1066817.1517119762,865121,0,3
48,9431,379336.1833776588,118592,1,2
47,2295,41568.507115899134,9202446,0,5
74,22039,244529.66358992844,3492895,0,5
76,18426,865177.2131997137,4629285,0,5
67,42229,707091.8066716082,1121703,0,3
55,21876,293757.08547194785,6174260,1,1
65,9818,111538.1965206324,4836535,1,1
65,13759,659879.4907759513,2738783,0,5
43,33986,974763.157681334,675634,1,0
65,7413,215624.8640805029,4395397,0,5
65,3982,91926.78921593388,2398049,0,5
71,32197,1405475.000880085,8357550,1,0
37,1036,37754.34612044024,4457083,1,2
49,45596,1241100.0285342878,1758958,0,3
71,10481,372302.35838330834,1533714,1,1
49,31290,1068282.6011554543,4517758,0,3
25,2468,70982.82497411431,1700410,0,4
71,40444,1213052.9975333884,194158,0,3
57,2471,111537.5258221809,7002840,1,1
57,36869,984370.8090575064,2538402,0,3
22,48666,604445.3968874244,9061862,0,3
45,44666,975260.5140985624,6065534,1,0
73,1059,36715.91441601524,4275564,1,1
50,10851,109331.62241419856,7780914,1,1
58,20448,751343.8273251952,491738,0,5
23,44249,2102947.543341925,4411642,1,0
27,7341,179653.31989189275,8614679,1,2
67,8163,147553.3722647759,1215938,1,1
33,9731,190712.44470211415,3633839,0,4
51,12238,429570.3634881504,1286696,1,1
57,9908,191807.01805602547,4955704,0,5
49,48529,902106.830252705,3259030,0,3
79,7843,338647.415220548,8578427,0,5
44,48096,1686393.224116368,8277309,0,3
77,40624,597591.8391617237,6075193,0,5
52,37858,1179357.937187707,2725150,0,3
53,10774,252989.4565851792,8068921,0,5
33,49182,688033.350330713,9372982,1,0
79,20387,338380.73262556264,2928952,1,1
41,47430,2113394.6031512506,1302465,1,0
48,40542,602771.0719555442,4351991,0,3
65,16856,370551.3747981124,998788,0,5
74,11709,196903.12171038488,1660282,0,5
64,37308,1237608.920611219,9491722,0,3
55,12674,191472.77640173567,6053636,1,1
77,7589,182688.79018870115,4906476,1,1
31,47853,2338381.8773931363,1317655,1,0
65,36625,1229368.9026108405,642729,1,0
30,44663,2121682.6897745165,325404,1,0
66,24064,440417.4562322825,5433075,1,1
35,1728,19114.80742946769,2791386,1,2
59,2936,134838.24871538972,1096956,1,1
33,40353,658300.6275392896,4654747,1,0
48,36260,1164189.5069820676,9258271,1,0
38,17292,249725.01862384443,9655805,0,4
76,26066,878975.5815377763,3554469,0,5
43,10484,423741.63999873085,1352649,0,4
67,8513,250051.56393123895,3231179,1,1
61,7129,267115.28957222187,8110352,1,1
27,6942,244098.61874576545,7318234,1,2
62,42165,1450430.3897940249,5059562,1,0
35,33484,753907.3073871037,3610114,0,3
18,2428,38051.56169857686,110374,1,2
37,41728,1850884.418520584,9019619,0,3
60,24000,288308.1040647885,8392149,1,1
18,12993,310622.85533073894,1318893,0,4
62,41639,1207703.8411147003,7357059,1,0
37,38991,1135611.996579026,8060824,1,0
72,33297,981069.5722664596,705413,1,0
34,35985,1297996.9806446226,2627598,0,3
70,32276,578898.7464995416,6465247,0,5
58,46783,2124279.2801605314,361466,0,3
24,5505,209785.6250644971,9061594,0,4
27,8787,255717.43521673203,360788,1,2
76,28449,1006646.8253167936,2688195,0,5
79,37304,1510994.627371938,826868,1,0
38,19158,423179.1148069044,4191363,1,2
22,25305,731838.6338727984,8415744,0,4
76,19549,723169.0649057142,9251542,1,1
60,22507,818319.5003344194,8461685,0,5
25,48739,1384237.1733423765,7758949,0,3
26,5140,180738.60569503423,3233798,1,2
53,4166,133639.81026585778,4602271,0,5
53,5508,210641.59073964797,3553561,0,5
35,35466,473182.6627168527,4211743,1,2
57,29597,739033.7150320611,8315903,1,1
50,39813,1339072.2055973792,1819832,0,3
36,42685,2005895.407812462,3383658,1,0
77,18268,634648.0333066373,8191389,1,1
39,32810,1036461.893044096,9148914,1,0
29,27060,643403.7676834774,1303364,1,2
29,40261,1041499.9493244002,3342800,1,0
47,13515,145155.73963398367,8839125,0,5
20,49490,1896223.7479314192,747837,0,3
22,46532,787996.8491762374,7039843,0,3
18,30598,774951.3326099265,7495279,0,4
55,2995,147847.48149089067,7391636,0,5
27,1926,80283.04159843967,5587064,0,4
78,20138,469434.0740924821,1845127,0,5
59,5692,97131.39919756756,3444477,1,1
20,40735,1490358.1132539166,9563373,1,0
18,47864,1237391.8036116876,9164962,1,0
57,26926,1109237.3848849612,3603394,1,0
68,23660,780174.4011149567,6103853,0,5
41,47957,669086.5587781529,6926712,1,0
25,16508,483095.9055399245,911014,0,4
67,22810,408607.0464611218,3527610,1,1
26,14777,405045.7136447204,3142030,1,2
69,24763,436652.2794609617,9079554,0,5
72,49323,542647.7144081756,2971777,0,3
76,48971,2311990.120428508,8721141,1,0
65,16195,743294.3391593534,2103752,1,1
24,7814,207400.47831708365,7948780,1,2
65,32477,443865.1264668933,2451412,1,1
80,41392,1569946.8676289774,5588137,1,0
34,4469,94720.0838094247,8491431,1,2
62,26840,1022461.0143018347,6392668,1,0
74,4296,203470.6679240837,3080837,0,5
55,21070,287318.89300420467,7338770,0,5
30,24783,729167.7712865162,7427922,0,4
80,48060,854071.4118469963,839572,0,3
50,41774,460984.5301348685,1080883,0,3
51,12920,530776.2819660039,3239912,1,1
59,15365,619958.7387769056,8669237,1,1
46,34853,793787.2442874565,6648059,1,0
43,45429,2031989.8425701656,8768004,0,3
46,44077,1346451.9832802564,5638374,0,3
53,46107,1751208.9351509856,467214,0,3
58,18994,509647.2098612249,2707959,1,1
28,41142,1714633.054307245,8961171,0,3
78,17510,873336.5525713022,7995773,1,1
77,42484,1827340.1139792388,2760297,0,3
40,46262,1909534.188628403,2786841,1,0
44,2258,76228.77149648263,8092897,0,4
20,28367,311812.7049232688,8450483,0,4
64,33792,1193446.8079348486,3150711,1,0
73,27408,1181340.9655802888,4187522,1,0
29,24533,614766.4184705854,4942585,1,2
79,16135,792198.4261074415,4644807,0,5
24,45501,1541020.026746405,3636210,0,3
51,3687,142348.98203791035,5504076,0,5
42,33231,705849.4904847338,9054430,0,3
34,31387,1262027.0137569043,8946787,0,3
42,16694,628966.1877055399,9546507,0,4
52,30409,1489782.840872151,525315,1,0
66,11697,397637.7846887958,3618780,1,1
35,34833,1104619.9536546231,5640932,1,0
53,18319,735493.8223905506,7327167,1,1
62,34151,939843.5645868684,9894295,0,3
57,8476,382025.3475880736,8729031,1,1
33,9828,384419.329631881,4431644,1,2
37,12375,488256.05957926,773410,0,4
25,33227,1417866.234041963,1702244,1,0
21,35607,1672671.3322391172,419436,1,0
70,15173,157618.90991327647,4858140,1,1
46,47023,644441.7075880329,7197282,1,0
55,42136,1983518.9327285325,623790,0,3
71,28627,476141.1163620644,6172163,1,1
18,46256,1108707.432631521,8738793,0,3
22,12099,250535.33417055127,9469089,0,4
18,15780,550074.7158963341,1696964,0,4
49,42193,2013442.7986601023,604292,0,3
31,40637,695135.3995084763,9284252,0,3
73,38539,1581388.8607116805,1245586,0,3
65,28475,1190624.400665803,6032552,0,3
20,26787,425044.4696415633,4966172,1,2
67,1770,42150.77687071579,5799007,1,1
48,27755,506503.6827657578,3149741,0,4
71,4587,183430.73532761444,2020464,1,1
79,28088,1096253.7264962518,8919181,0,5
34,46032,1161847.998747797,3573035,1,0
56,35702,897034.0287189047,9195690,1,0
31,36165,1697282.7616387047,6392878,0,3
67,36899,538320.1390755596,435321,1,1
33,34699,1070256.803389245,1231555,0,3
63,37458,542071.6039964429,498630,1,1
80,24963,760659.2823634127,387866,1,1
53,17752,284020.6954343676,346107,1,1
63,3564,167156.6084899922,5351608,0,5
33,39385,1568899.949665215,2992864,1,0
24,13359,595490.0139357449,2724791,1,2
64,25198,620541.6529388702,2341230,0,5
56,3823,167651.39100761994,7118052,0,5
27,44376,671888.2145820921,6889919,1,0
70,30734,684475.9909326996,612316,1,1
48,30656,426002.1165348555,8257174,1,2
36,40520,1375707.132832398,1359553,0,3
60,34514,1588545.0424205463,2575160,0,3
48,46587,1070879.887097055,5301878,1,0
25,23922,484298.827705608,201122,1,2
74,46689,1287714.0986508147,7294100,1,0
68,18759,705224.558466369,7262871,1,1
50,22513,570680.9529822029,8336112,1,1
47,33686,1051816.745950087,9463185,0,3
62,41368,1673185.956149793,7841385,0,3
60,11476,175751.42826256587,8734229,1,1
35,24503,387570.7865902665,6186760,1,2
60,45670,1781103.5615172118,8287406,0,3
50,15838,775012.9075058673,3859091,0,5
26,47768,1846870.295534772,8474620,0,3
71,17955,761568.4916556228,1442182,1,1
66,44629,1439404.4513051626,8306961,1,0
72,14626,314161.0171809748,5516056,1,1
70,34453,1646207.2525811165,468502,0,3
71,49914,1331299.1841880418,4139422,1,0
21,49913,595127.375512493,5972473,1,0
80,7786,91733.99623680965,5977651,0,5
77,27952,1216127.1724291209,2094027,0,3
77,30304,312221.6883647188,2258797,0,5
52,33638,1630689.3264741749,4943583,0,3
61,48769,1986902.6919053523,5923967,1,0
26,25111,1039628.2939929536,6346942,0,4
77,22196,708244.9563662093,3447900,1,1
70,34703,862781.0668828189,1896009,0,3
46,40467,1247398.3204722495,4417145,1,0
25,48271,828648.4404513928,4919737,1,0
24,28533,469571.85915275424,3865722,1,2
53,13767,291303.4042626659,4709410,1,1
52,35333,1456774.0747264705,8550408,1,0
80,11345,114538.579695651,9861068,0,5
19,29344,422526.58937690407,4155890,1,2
78,34331,1652738.4106311938,8390908,0,3
34,3908,170223.54913748903,495386,1,2
33,2198,31786.010101634536,8118836,1,2
21,42492,2014755.1174274536,2391799,0,3
64,15883,259508.17610427304,7027353,0,5
42,8878,373104.3627449052,3289667,0,4
39,27208,847168.9255988796,6092339,1,2
79,8710,198998.815338838,6602419,1,1
