age,premium_amount,sum_assured,income,channel,product_type,cluster
64,40389,1448732.0025824148,3779810,0,3,1
44,9460,290225.85407220776,1428928,0,4,4
54,30104,603662.0085261666,7061013,1,1,5
50,37412,620567.6317269822,734218,1,2,0
57,11130,295746.1301571792,4687751,0,3,4
46,37893,1468982.203900494,6476098,1,0,0
50,15166,454070.7339226838,9632790,1,1,5
40,7414,329963.9015739007,7001905,0,1,3
25,23466,707622.0343625941,3862160,1,5,2
61,35938,845058.4672835154,6383647,1,0,5
19,41649,1863177.9887863752,422523,0,1,1
70,48673,2050242.804120347,6292035,0,1,1
40,40056,1604608.2029789486,6653147,0,3,1
72,23657,532363.4133043736,2060618,1,5,2
69,11633,529806.1836252921,5863299,1,2,5
36,48621,759058.5018313713,397399,1,1,0
18,27771,502254.20683026,9240953,0,2,3
71,31344,567785.3394586039,3373767,1,3,2
54,33606,732221.3827240798,5262423,0,5,1
77,24450,1111325.9026743963,8851158,1,3,0
42,32244,1091934.260326111,4272774,1,4,0
23,31787,928186.6829938524,6436328,0,1,1
76,38656,1578510.4282609988,1327997,1,3,0
22,11483,226402.3077667058,8393307,1,3,2
31,28694,1415797.831826899,5724307,0,1,1
66,10854,508672.8684089009,7534042,0,3,3
43,16976,274887.11646604474,9146286,1,2,5
49,32141,747852.8172953132,8703912,1,2,0
35,46637,819938.6458303117,3181104,1,4,0
70,21613,600190.6454410688,6462021,1,2,5
69,44813,1154087.8715487008,9701042,1,1,0
50,34313,984711.376450804,6455252,1,0,0
20,10075,415775.03030679096,6316569,0,1,3
23,44127,1066316.5655698795,1060518,0,3,1
35,16707,740590.5335185825,6042133,0,0,3
65,16229,366827.85622816347,4348104,0,3,4
65,15741,184285.03106166288,9843291,0,3,3
34,30182,1082918.3035272565,3442012,0,4,1
51,6080,292161.4139413497,127219,0,0,4
76,32798,750886.9530113573,1283214,1,2,0
28,48476,1155147.1787667312,2956498,0,4,1
71,2505,123337.92609838812,5142455,0,3,3
49,22396,641579.3308988054,8142122,1,2,5
20,25027,1148482.7177623168,1460012,0,3,4
52,24454,353978.73835261544,7715473,1,4,2
46,24337,713161.7088947829,1849573,0,3,4
41,32192,1137141.6447532144,8287775,1,1,0
50,44290,880436.8831149952,7856878,0,3,1
23,4264,142676.19541689986,1561583,1,5,2
78,32454,1464330.4067115786,582404,0,2,1
36,39456,1682354.9271623157,3377727,0,0,1
57,18252,562881.4899679968,6516137,0,0,3
35,5096,151092.8584405293,1469541,1,0,5
68,24915,364508.4639021819,647748,1,5,2
37,44427,2113177.545867177,1866798,1,5,0
39,48222,748335.5025806469,7240777,1,2,0
68,21051,1021778.3326646908,9358109,0,3,3
25,8605,137093.74313310397,620759,0,2,4
50,1945,23555.51043503568,7727317,1,5,2
19,18206,329117.139333691,3148599,0,1,4
50,40755,2014038.695076547,7549616,0,4,1
65,21314,516269.0973610287,4296372,1,4,2
77,35351,510886.1012429575,9179130,0,5,3
72,42266,1375322.2116249688,6689227,1,1,0
33,26327,969557.3783614258,6865460,1,0,5
38,26573,781332.0784925915,495502,1,5,2
33,7477,333452.743132907,8680454,1,5,2
62,28393,1278684.3955535232,5188584,0,0,1
25,42943,1048006.103100087,9302331,1,0,0
68,14979,182162.4856889751,1604786,0,3,4
43,5444,184384.36855938376,8136936,0,0,3
78,3088,100869.35703757928,5795482,1,5,2
39,26417,1025925.850316314,6874830,0,4,1
49,15513,732712.8210053834,806486,0,3,4
64,48571,592384.4123998596,2710027,1,1,0
52,49678,669524.0771576075,1133528,0,4,1
67,44007,986450.9810785876,9142074,0,0,1
42,46659,2195142.6468763417,5447285,1,2,0
41,41331,1211206.036223808,5916737,0,0,1
70,40666,1485926.2962211675,2649622,0,5,1
49,41214,1244216.5338967282,716805,0,4,1
65,47138,2198026.220394006,8427709,0,2,1
39,42393,1499131.796006733,762431,0,4,1
73,6682,196152.09393993265,6107072,1,2,5
73,2616,122239.06986876634,1080891,0,5,4
76,14067,332646.9965121244,6988843,0,4,3
35,2708,81767.511777535,3432622,0,3,4
32,30393,367800.3340242831,5652148,1,2,5
78,18875,739121.6333179552,6984794,0,5,3
62,37728,382616.86559058033,6984250,1,1,5
43,43316,2005424.1147882224,9808131,0,3,1
44,13985,141516.68068615886,1339512,1,2,5
49,16189,558447.8753705506,984698,0,0,4
24,2701,99267.67929603504,9025176,1,4,2
23,49002,2043355.2542319968,5082680,1,0,0
67,38387,1643971.6025495245,5184621,0,4,1
24,23354,1117025.7345076532,6910077,0,2,1
34,45600,1245246.6955575054,6472211,1,3,0
54,2702,106371.84358998174,8692669,1,5,2
64,16087,463898.6399811567,2432363,0,3,4
63,4060,58742.80972735685,2411589,1,4,2
52,1490,22630.0400864332,2830849,0,4,4
40,48971,1413546.8849626975,2817573,1,5,0
77,29801,386266.5108624773,3816397,1,4,2
19,34831,1257006.452614423,6485932,0,4,1
61,5781,263676.14571009274,3703271,1,1,5
70,43113,1570360.6110451885,637060,1,5,0
32,12530,276811.0970298425,5283976,1,0,5
48,27283,978000.7511329548,5008781,0,5,1
72,18235,744871.4134640106,3820876,1,4,2
30,33298,1031325.9292331946,9183518,0,0,1
63,26503,436042.7813503152,5362332,0,2,3
50,37328,795547.1865219781,3662097,0,0,1
60,22566,651254.0369634575,3933027,0,2,4
46,30840,1100719.6187912135,3706277,0,5,1
30,43309,1154539.858634912,4412003,0,0,1
61,40634,498769.1901406416,7543837,1,3,0
29,2920,73005.82213266022,4405859,1,5,2
67,39002,977700.7802893076,6005210,1,5,0
68,37171,1490068.105015827,3842671,1,1,0
66,6829,68985.49230836397,8548914,0,0,3
66,49111,2248903.5512546976,4216244,0,1,1
21,39081,1016860.5487743054,1315472,0,0,1
75,11611,278732.0217070017,8878731,0,3,3
27,45451,1057168.787615915,8374456,1,4,0
59,49814,1010153.4386707213,4116940,1,1,0
27,1155,48855.18028379025,1711108,1,5,2
40,12335,233877.7421566505,3954623,0,1,4
40,18892,243449.4665101561,5834467,1,5,2
18,13309,297712.6242579153,1249813,0,2,4
27,17604,650983.1588879271,6469677,1,4,2
23,45141,1140659.2182320608,9042469,1,3,0
39,11488,394464.8052789851,8813569,0,0,3
21,5658,107412.96643158932,5879707,0,3,3
62,6210,114824.60748211211,440278,1,2,5
31,46910,2022212.6116953944,1533074,0,1,1
31,33406,1432556.2314013117,7221476,0,1,1
31,15576,280153.8605141335,1429351,0,2,4
66,5695,110005.27910922772,7075215,1,5,2
74,9717,300587.5927474224,616337,0,3,4
31,2473,39637.103402817,8449104,1,5,2
27,40690,702645.8881270654,6200906,0,4,1
55,30331,386141.5675234016,5071803,1,3,2
64,10566,157519.905608785,4247274,1,1,5
71,45869,2157900.9600263718,2267410,0,1,1
75,11832,194037.76016142705,557463,1,0,5
47,42316,829948.2778968259,8136505,0,2,1
36,37194,1486970.3759242147,1979469,0,4,1
66,14784,377784.5069372616,7095558,0,2,3
47,23799,741865.3548634142,1607425,1,0,5
36,11763,223176.71543526143,8203285,0,5,3
41,23337,1050356.4026362502,5934451,1,5,2
71,31907,641501.0039549414,3067577,1,3,2
24,16912,382304.2550642076,6812154,0,1,3
44,31239,546866.5227753444,1507819,0,5,4
70,8416,239105.82386380003,2008433,0,0,4
51,4047,181009.1653689132,206173,1,5,2
69,43470,1804863.331869944,9222166,1,5,0
76,34557,1368436.7222947364,7533781,1,4,0
61,26137,607238.7263143756,406767,1,1,5
67,20353,334573.6058809204,2033097,1,1,5
62,48043,714132.4143929355,1199808,0,3,1
54,31868,447310.9683125202,357193,1,1,5
49,1074,27304.3313680493,6691602,0,2,3
48,34325,883516.7826180556,4881921,1,0,5
30,5884,282766.4290165204,4899834,0,5,3
21,8978,297769.40939834807,551695,1,2,5
23,11271,424607.6843419501,9155199,0,3,3
39,16677,458671.7531272504,294490,0,1,4
30,10520,397771.22366070544,8785872,1,1,5
35,29642,1263236.151217398,1235968,1,0,0
36,12971,395842.3445483888,2956725,1,1,5
64,13575,142538.74037148323,7657402,0,5,3
63,31544,1216112.4229129455,1515199,1,1,0
18,40397,1940538.2945186915,9946017,1,2,0
69,16316,384823.48376760347,7728777,0,3,3
53,16418,478800.0750170436,5862750,1,5,2
27,6948,143164.8862102674,5520853,1,5,2
56,2255,42391.73722836575,1327007,0,2,4
80,47542,1621799.8845492252,7350020,0,1,1
63,29427,1126405.2225748668,2201392,1,2,0
47,15833,741851.8089969454,594087,0,4,4
71,30090,444481.3656823829,8407830,0,3,3
33,39394,873272.7739346825,1329298,0,1,1
21,20074,886978.5867627073,565189,0,1,4
63,45932,1430458.580155558,2912569,0,5,1
61,42084,1791738.680522045,935074,1,1,0
79,9394,270519.24900349544,2082296,0,5,4
64,26490,670971.684150047,6378361,0,2,3
36,2641,129216.05835822654,2524692,0,0,4
49,28246,300358.0853190086,7292770,0,1,3
64,32443,636704.4740170271,3030341,1,4,2
35,21765,772117.2268765019,7340092,0,5,3
44,4587,197532.220899282,2908958,1,1,5
78,49696,1316279.3383903466,8545446,1,5,0
77,34313,470362.896274794,1344854,0,3,4
76,1004,29489.88047116436,9318642,1,1,5
40,40442,489838.4597362102,2070727,1,0,5
52,27657,840691.8652696074,890522,1,4,2
57,24510,1131802.7087094465,4209355,1,0,5
57,34911,735375.6326977443,6265766,1,0,5
49,13967,330630.2939026694,4430639,0,2,4
49,14033,465776.2623586025,4631497,1,5,2
20,32284,1424810.2492355302,8046352,1,2,0
67,13441,267082.998816958,7219757,1,4,2
70,10907,222623.2098565187,1121140,0,2,4
70,3732,158676.1181090933,6419182,1,5,2
69,21617,440244.4803570879,1417440,0,1,4
34,6161,248993.76204211288,6270919,1,2,5
41,11565,559614.1630745402,1151069,0,4,4
78,35024,795652.6802951979,8058966,0,4,1
25,44352,1432713.0738300427,9837051,1,0,0
46,29055,921968.8529885708,6434956,0,2,1
49,24756,1010056.1670144304,2348177,1,2,0
50,25184,612580.6451727508,6905056,1,5,2
70,16529,341573.7827795025,4899966,0,1,4
20,15822,166192.81769830422,8188162,0,4,3
28,11110,545394.4124518923,9260919,0,5,3
42,45734,1390670.4896890838,5712975,0,4,1
45,27145,1086091.8323413162,9321330,1,5,2
53,21132,991571.5922433104,2350411,0,0,4
74,33910,1310310.1493632917,2797236,1,5,0
59,32400,853415.1666704515,6875087,0,0,1
35,43019,1475277.4848667858,7272782,0,1,1
37,38978,1097296.3097468624,5808570,0,0,1
44,7859,333270.8912573642,6565456,1,5,2
76,12456,547371.2246078592,9982891,0,1,3
35,36719,626647.2337427097,9133694,1,0,5
47,5485,72619.58023608534,184378,1,3,2
35,4247,131757.28926565064,7196307,0,2,3
38,46114,1609642.4272679857,8964701,1,3,0
73,45979,1446169.7079387666,7904785,0,4,1
49,4524,173718.07958829994,5066579,1,1,5
40,30077,612826.6634875891,6804012,1,0,5
29,21318,1050828.913027445,7037226,0,3,3
36,2697,114615.32169161492,7124702,0,4,3
20,6064,215912.14924733908,9117924,1,5,2
67,34979,424977.7983751313,7526076,1,1,5
32,42976,1128715.2240378528,6988690,1,1,0
78,3901,93938.1277466754,9539256,1,3,2
42,37998,821985.6493381343,2977447,0,4,1
68,33724,1439924.4168996203,7175502,1,4,0
62,42376,1702014.5380485198,7545211,1,2,0
79,13201,558052.2557439085,6889504,1,2,5
31,29350,457455.229391766,5048202,1,5,2
38,47965,992353.1901867868,5724215,1,5,0
76,4068,44449.52631170391,2789747,1,4,2
64,31840,865845.785407646,4246601,1,3,0
54,22689,757310.7745678863,8802259,1,5,2
29,5983,222304.5794659439,927741,0,2,4
69,21812,588788.4601111548,6625682,1,4,2
25,45522,1742371.612697079,9437523,0,1,1
61,6989,342544.55791256664,2391455,0,0,4
52,41291,1442037.848450675,8103217,1,5,0
52,6153,275392.5250052997,2191329,1,4,2
21,27099,1223176.0718878603,5345687,0,3,1
56,13362,649566.8900661672,5698671,0,0,3
57,33210,565146.1960364004,4454984,0,3,4
34,15862,413223.0776301783,8758050,1,2,5
47,20746,833503.3906271498,9300431,1,1,5
59,42440,819665.6520713439,5770659,1,0,0
80,48663,627370.5307504216,4359739,1,2,0
36,13708,532594.9952085887,7527736,0,0,3
48,12680,409770.29574004654,8090232,1,3,2
63,18585,671080.251193661,7840896,0,0,3
32,7838,359426.9975241727,6513790,0,0,3
42,18782,759600.2291926624,6319679,1,5,2
37,4318,62083.19755252564,1559708,1,3,2
65,26333,685629.2114827216,3767201,0,3,4
20,43291,987400.5582633604,5502847,0,2,1
47,47921,1778473.859768665,9508843,0,2,1
53,11234,366579.0321854331,3587749,0,5,4
25,5665,65310.93378248472,5733801,0,4,3
55,3168,106978.3258798598,1048542,0,0,4
63,22367,862892.3957426567,1068665,0,2,4
48,31918,1198550.9881496169,1479639,1,0,0
21,9744,153939.31268268538,8569132,1,3,2
32,3100,141771.84150310216,2344654,0,4,4
26,13982,213870.70171150187,9275408,0,4,3
60,42384,1362293.5866801853,1744443,0,4,1
55,40122,1967698.4389285976,8734419,1,3,0
66,44789,1204179.853077144,7805572,1,4,0
73,46047,971444.45699534,8421345,0,2,1
65,36042,1231778.295003233,5407948,1,0,0
42,22205,942819.1263682416,3181044,0,4,4
68,45084,2208051.2413986977,3481901,0,3,1
39,28235,690968.9896804988,3430083,0,1,4
50,21006,686122.6922919209,588298,1,5,2
55,4724,128636.6482012756,6379522,0,2,3
19,23205,1039628.4765902156,1438592,0,1,4
66,23910,382957.7625125822,2837680,1,4,2
20,9782,281230.38744870183,2563055,1,2,5
53,10236,277845.40325077955,663405,1,1,5
62,37741,1261942.1143238689,9643424,0,4,1
32,13429,537794.399945127,1274991,0,5,4
80,8518,291445.6116745012,5399850,0,0,3
63,28210,966377.6008368528,6159416,0,1,1
66,16569,783917.8811543473,3252532,0,2,4
34,9449,389719.7937248722,8549600,0,3,3
70,38111,914937.3305448268,7691322,1,5,0
25,49947,710398.0004941121,5381998,0,0,1
74,49945,2462693.386777488,6153355,1,2,0
63,16788,671119.682779697,558774,1,3,2
24,33169,1447458.072661303,1040392,0,2,1
45,26890,1050192.022933951,9446282,0,1,3
51,47492,1812846.524695556,2057192,0,5,1
57,5671,211504.21106963628,8515594,1,1,5
45,31282,627688.1354902561,8754610,1,2,5
52,24435,309384.17909541016,6302007,1,3,2
23,26387,460798.07978190045,2110961,1,2,5
70,39257,1592170.3598309052,2919181,1,5,0
44,40958,1320355.8275186738,468824,0,5,1
39,20354,332486.14711955644,5614105,1,4,2
26,41629,1207101.9571003532,6899584,1,4,0
53,23219,690370.9397396137,1490991,0,0,4
69,21098,577133.8792392709,9359845,1,0,5
24,8276,320353.8070048868,3184721,1,0,5
30,33600,1069458.3354713093,2011598,1,4,0
42,35097,1511194.7158508643,5049020,0,0,1
44,6141,194993.38329322383,5374300,1,3,2
67,24602,1129769.8575720778,846541,0,2,4
24,6840,161723.57193560046,3708927,1,2,5
22,13356,545844.7824251233,8868526,0,5,3
21,31008,689172.8274757308,3247762,0,5,4
70,23374,1114969.6239373616,9415898,1,3,0
31,45017,802991.6232431593,9615559,1,0,0
53,2672,39127.10186916625,2620883,0,2,4
40,33198,1327470.4840626805,6929978,1,3,0
72,8686,160669.13614244908,9867154,0,2,3
65,2988,33149.14720319903,6370323,0,5,3
61,41894,929707.0486535724,3470710,0,3,1
69,39257,800662.9657614863,6572552,0,1,1
45,20031,615683.8961956771,4788015,0,1,4
74,14954,318095.735347948,6644552,1,0,5
40,34719,1288031.441342926,9545714,1,1,0
57,28819,526123.999665478,3646662,1,3,2
28,36963,1238462.7734771213,8512003,1,2,0
20,32293,1003103.8436344576,6054407,1,4,0
21,21668,242185.33859169105,5732658,0,4,3
64,7276,172040.2221268449,7939502,1,3,2
70,37749,1340539.9412553608,1525112,0,0,1
44,22928,311743.7036791916,552374,0,2,4
68,43369,1143514.7106650583,3900736,1,2,0
80,1671,49890.06248530975,657310,1,4,2
28,25134,1028092.302757518,326499,0,0,4
37,39914,1236724.6828716495,1466035,0,1,1
60,9467,166760.50780400337,1639162,1,1,5
35,38294,1806006.68199208,1330127,1,4,0
32,19883,764666.9887213846,7719115,0,5,3
34,25308,1228974.4366444703,2110702,1,2,0
66,28508,695274.0820829534,8047747,1,2,5
18,30678,357253.2747603531,9570798,1,5,2
37,11846,511012.02192273975,231259,0,5,4
18,21307,793189.5032252996,5197613,1,3,2
62,37717,795180.1575382719,6359748,1,4,0
38,23572,599330.166430199,4820439,0,3,4
35,7800,148095.33823584882,8551040,0,0,3
29,39645,953164.4305011271,7725855,1,4,0
38,42322,709644.2603088547,133977,0,3,4
48,29646,1217963.6039997945,6366482,0,4,1
52,1081,49858.040561670496,6632731,1,5,2
40,20174,273729.0712670376,4728726,1,1,5
68,1363,36232.22055304082,1609317,1,0,5
40,40508,975710.3581609525,878915,1,1,0
75,45664,1007978.7204254048,7987125,0,3,1
34,6754,116316.80423918153,6520671,0,2,3
20,14682,339827.77735687804,2073128,1,1,5
74,23115,937044.7128383924,6908678,0,4,3
71,23153,715971.1011592668,3377020,0,2,4
64,44063,769212.067359978,9733860,1,3,0
46,31496,928076.0685224356,3482094,1,5,2
55,16067,581228.9231123602,160314,1,3,2
63,22816,1055970.4253120257,958874,0,5,4
62,24290,695562.1461582236,6944568,1,4,2
37,42869,1897513.0046204217,9655856,0,5,1
56,41388,2021780.0526395715,9956613,0,3,1
75,7898,290408.2073129589,848303,0,4,4
65,10431,296662.4999192517,1212660,1,1,5
23,35359,1259155.2906172466,1019313,0,2,1
27,49808,1700680.7307174983,8720041,0,2,1
31,2660,120352.22987753437,6308879,0,5,3
31,38005,596173.2331474082,4287224,1,2,0
67,34764,644877.4896869285,9082095,1,4,2
26,22204,1027877.5144405336,826676,1,4,2
22,46859,1045888.8169807658,1937984,0,2,1
67,46153,1075472.6498777857,5243453,0,4,1
59,5504,100180.10925671888,9340288,0,0,3
71,39285,1471389.4104064528,7030058,0,0,1
33,22272,593932.7858781366,5423291,0,0,3
32,20785,368297.3355866974,622615,0,2,4
80,37062,1849163.651997817,6443769,0,2,1
73,18679,852962.7251215568,4032731,1,5,2
47,17909,300051.7863973242,5504145,1,4,2
28,24398,645027.3923836756,7673323,0,2,3
80,44488,622944.9149545502,2566010,1,1,0
79,49662,1651664.059278648,8780016,0,0,1
24,30447,1407488.4787924858,2207978,1,5,0
18,44869,1704378.1925480885,3724438,0,4,1
35,37347,1247869.6899568797,967527,1,4,0
54,45247,853759.0671867572,3052015,0,2,1
46,13135,489901.9050426683,5622689,1,2,5
62,34039,1632158.3207741138,3104064,0,1,1
80,43832,1352394.257830582,8769357,1,3,0
45,2359,77762.6554799995,6850690,0,4,3
36,21875,1036522.2208649452,806235,0,5,4
50,42564,579874.1170368136,1298752,0,5,4
38,19151,732400.9377141257,6637721,1,2,5
68,12658,297883.3807493947,3331381,1,5,2
63,22739,428918.3558150968,7970644,0,1,3
74,20669,735317.1614877057,7673739,0,5,3
18,8587,385188.3397076412,8811682,0,4,3
41,22604,594521.519931855,9388857,1,3,2
22,1457,41238.07727191977,8242448,1,4,2
33,36449,1152233.436926254,5338679,1,5,0
36,4057,92276.4661124559,9134288,1,3,2
61,28046,978194.7897869636,7769957,1,1,5
38,10017,222638.8735258449,4737780,1,3,2
58,31793,513606.35844285646,658143,0,4,4
24,11462,347995.8414126256,7117469,0,1,3
57,14618,283260.8850483734,8531034,1,0,5
37,45187,2191467.385482962,2095093,1,0,0
59,35141,517886.02252416784,4058566,1,3,2
42,47629,2319238.330059903,2736139,0,4,1
39,13649,267028.8191193098,4372255,1,0,5
61,18823,360125.00249285524,3917787,1,5,2
59,42884,1000106.5985447516,2799737,1,1,0
59,11193,265688.901316841,3769691,0,2,4
18,39521,1170594.128280536,5481514,1,1,0
18,18247,572577.683149775,2988680,1,3,2
66,49089,1976509.659467293,8832879,0,1,1
68,20471,493480.0117811929,8768947,1,2,5
18,5494,234681.0042110585,2936836,1,4,2
76,8069,402617.7210522602,5559790,1,4,2
64,10207,132828.62356000015,7148465,1,5,2
29,28114,915380.5689730856,1276628,0,0,4
25,42896,1083585.3055781897,9613769,0,1,1
48,43462,1223511.0220520317,4050866,1,4,0
49,19041,769506.1751289895,8635526,0,3,3
50,20611,542419.9777340489,5414358,1,2,5
18,5355,140015.42912716325,6408110,1,3,2
53,49275,2097192.605180295,220266,0,0,1
33,44313,1405548.4062582897,8406267,1,2,0
28,33791,1370904.7490575644,8691938,0,2,1
56,19304,473623.9542191743,7200815,0,1,3
18,21360,1032342.3924853572,2625560,0,5,4
59,5996,291800.0895508983,2361321,0,5,4
27,46634,1337991.106737143,8573425,1,2,0
54,15164,511750.38756198215,3022402,0,5,4
71,27061,519823.44903944514,1474878,0,2,4
30,45094,1952305.0991301343,3284795,1,1,0
24,38433,1405877.316635373,7659843,0,4,1
55,7825,295614.2412686879,9426349,1,5,2
42,27539,1206341.8316007135,2734416,1,4,0
34,45132,1309536.4589573257,5681451,0,5,1
53,18466,483418.51209756994,4618588,0,2,4
53,19069,790692.124184524,8581466,0,0,3
20,1699,37806.87145809986,5803758,0,2,3
80,35990,1248507.727966883,9956685,0,2,1
61,45370,530428.1482708758,3828566,0,3,1
53,47769,658187.4662609596,5122431,0,0,1
70,36772,884183.2086801992,3954697,0,2,1
74,41324,590332.6527287605,5003960,0,0,1
24,31923,333619.5135719252,5689848,1,1,5
24,41696,1929891.756124415,1038316,0,0,1
31,37671,997139.0148022746,5141038,0,1,1
76,43449,898553.4116437038,1538748,1,5,0
46,10424,452383.6160751648,687480,1,2,5
79,15536,585331.681267552,6957023,1,2,5
66,6757,69854.57357839833,2736861,0,3,4
30,40087,753848.1223053811,6768194,1,4,0
66,39492,1714585.9495296928,4813900,1,5,0
33,3992,184420.9123090753,4640671,1,1,5
37,34112,1194702.2302853945,7706968,0,1,1
49,47885,2029604.623432536,1824803,0,3,1
31,21227,764175.2845604289,4867063,0,3,4
40,23100,567489.3952746132,1364339,0,3,4
59,20463,985711.0171648222,8257893,1,3,2
70,24015,385631.0614846816,1835679,1,0,5
51,5611,270197.7773877358,770329,0,1,4
35,46986,1748510.832621673,573863,1,2,0
67,5803,234759.95965011863,533668,0,2,4
37,11871,388774.23815448326,3722742,0,4,4
65,32719,904869.1419501386,3835247,0,2,1
59,48064,692920.4042863519,7228061,0,1,1
73,36929,1181467.46499061,6531257,0,1,1
20,42929,1838411.7479075904,4275593,0,3,1
46,22037,1000588.5661931186,7723313,1,0,5
24,30978,393973.8852432573,6639241,0,0,3
33,46562,935013.2449639898,2341052,1,2,0
42,35607,537877.9876414393,6049492,0,0,1
77,48537,556947.5649816338,670206,1,1,0
71,36139,1563350.639852014,6713958,1,5,0
70,29868,450316.3537339171,3536928,1,2,5
50,3471,100039.63919811524,5920583,1,2,5
21,4365,97691.15214073836,6278492,1,2,5
68,10080,441624.0441440521,7080518,1,4,2
64,27296,1330244.659916815,2386024,1,0,0
41,1381,24653.21326889956,9256917,0,1,3
41,19337,630387.2204280671,299232,0,3,4
61,29175,1279641.1431297683,4550063,0,1,1
45,20527,929212.6746536068,7841634,0,4,3
47,32363,1035538.602079186,6392691,0,1,1
47,24733,565131.3232054615,1956729,1,3,2
24,2420,52277.38386125732,8128353,0,3,3
28,34970,829921.967836919,158571,0,4,4
78,42095,1784118.2727222303,2246833,0,2,1
41,12708,261914.80071190573,8485065,1,5,2
68,31646,1115907.3142717497,3877343,0,1,1
25,35221,1572524.4688740128,8845150,0,4,1
67,38982,494402.6622252403,6969362,1,5,2
31,16277,688048.7522112412,6805044,1,2,5
34,30368,1335991.942611528,6121814,1,4,0
43,3082,123494.77452122422,8387965,1,1,5
52,25430,1264821.9183178516,2654888,0,5,1
36,35512,547460.9535984652,4424270,0,0,1
52,38382,485388.2427422098,9161543,1,1,5
48,26781,557723.8833906056,9235106,1,5,2
55,34932,1001856.770894228,4690039,0,0,1
43,6692,304491.84188589005,5429246,0,5,3
66,44667,2145343.8015442463,5115858,0,2,1
24,33549,1176711.928407113,920489,1,1,0
50,34632,956561.7061025169,2024461,1,5,2
56,5799,94916.7708795511,2104513,0,2,4
41,26429,302919.2719276129,2907177,1,5,2
39,49840,586987.181711521,2685000,1,4,0
47,9079,118743.8350183305,3824290,1,2,5
63,2571,71891.62174028836,9357651,0,2,3
44,38476,1278438.480570747,4953893,1,2,0
62,3382,120008.29846665048,4610943,0,4,4
20,34095,1078310.3844911463,9102956,1,5,0
45,21612,222976.67844614005,3707898,0,1,4
26,17555,498329.6988416051,9709573,0,2,3
21,32820,1141427.0920478518,9372545,1,3,0
40,32343,634756.9704201552,7797458,0,4,3
37,45748,1003243.7569981082,5235038,0,5,1
19,47165,1583892.4112027776,3676547,0,1,1
41,2929,87438.32712762515,4822818,0,2,3
29,12819,597299.671485168,1044338,0,3,4
32,46531,619889.3715316167,6553944,0,0,1
24,4343,81053.50367726093,1998910,0,0,4
20,22632,855656.5308438129,4582210,1,5,2
69,26087,1042455.4953419908,6095515,1,4,2
29,15557,348502.06250518886,5248213,0,3,3
50,43983,610427.9573331042,2246193,0,2,1
67,20196,499998.54422565503,4936353,1,4,2
36,5535,155307.32316361484,7703580,0,0,3
55,45412,670254.9588361608,1212662,1,5,0
19,48942,1144162.9769959492,6639418,1,3,0
65,28695,1112154.2810200695,3009062,1,0,5
27,16606,692395.3442905135,2832942,1,5,2
40,4543,164343.07260026384,9618027,0,3,3
40,6213,264379.49923359347,3231660,1,2,5
52,45145,1252283.698485782,8627800,0,3,1
22,26058,567667.7646719717,4098883,1,5,2
22,17850,546318.1834631679,3065401,1,2,5
51,39375,1036727.764671802,8427026,0,2,1
42,33772,1679197.059773899,3215723,1,3,0
74,40779,821864.4399544632,3348991,1,4,0
55,14193,333170.70397642325,9691094,0,1,3
50,38704,1790843.138735484,2823726,0,1,1
63,41586,867838.6214256218,7477610,0,4,1
71,1972,65023.0837790896,3283349,0,4,4
44,45976,1640165.237049796,3803139,0,3,1
30,28810,1339243.4330578223,4543260,1,5,0
23,37239,1274021.9355767483,2799746,1,3,0
43,7969,174576.22725967987,6054296,0,0,3
51,40126,1116455.8829245598,5524511,0,1,1
43,40155,627575.9586256002,6108248,1,4,0
37,26312,728585.022213978,3074996,0,5,4
38,26662,1245273.7825879075,5142947,0,3,1
24,30648,1487473.2583827924,6540121,1,1,0
25,27436,495634.96333781816,3522085,1,2,5
62,44334,567119.8735411182,5260505,0,3,1
80,15512,543332.1816164787,188268,1,3,2
32,12871,168789.08138821778,5009878,1,2,5
78,17291,702459.5967748057,1620008,1,1,5
35,24557,711331.2285069779,159219,0,2,4
30,20069,709327.5796401994,2083829,1,1,5
19,26440,279717.749731742,8460781,1,4,2
22,3144,70561.49682058302,4856537,1,2,5
29,41922,1404280.0815773436,6107458,1,4,0
43,18559,356239.8872217692,2123332,0,4,4
44,30555,1020540.724568981,5409735,0,2,1
74,45003,1469318.888299971,2637279,0,2,1
48,32866,345694.83776580606,6990805,1,2,5
47,46760,1802525.593762444,527491,0,2,1
72,23446,521719.30020231294,6663115,1,3,2
31,47010,818295.2860451003,9114936,0,0,1
58,47384,1381710.243180558,895716,1,2,0
37,9148,190297.15735592507,9002781,0,3,3
37,13669,434029.8043783735,9043391,0,0,3
37,30526,446299.2035352083,5873514,1,4,2
20,35325,1637459.7514255894,3802901,1,5,0
25,34290,356490.98179474246,7458083,0,3,3
61,41151,1038647.3157960502,1901637,1,1,0
48,35931,1550461.978228464,5263338,0,1,1
70,3515,128701.06639706036,8136853,1,1,5
34,34811,758012.0609825972,8370141,1,4,0
56,17065,476742.137140804,4484612,1,4,2
44,24521,1098600.8112616974,9807197,1,3,0
73,1806,47515.80208004228,4599067,1,1,5
21,16614,327558.72420303774,7516127,0,2,3
30,28625,906659.3318047458,5024239,0,0,1
41,24450,1030239.9259391506,2664762,0,3,4
23,36851,1571442.8566702995,5506898,1,2,0
